ZipCode;Town;Departement;INSEE;Country
01000;BOURG EN BRESSE;AIN;1053;France
01000;ST DENIS LES BOURG;AIN;1344;France
01000;BROU;AIN;1914;France
01090;AMAREINS;AIN;1003;France
01090;CESSEINS;AIN;1070;France
01090;AMAREINS FRANCHELEINS CES;AIN;1165;France
01090;GENOUILLEUX;AIN;1169;France
01090;GUEREINS;AIN;1183;France
01090;LURCY;AIN;1225;France
01090;MONTCEAUX;AIN;1258;France
01090;MONTMERLE SUR SAONE;AIN;1263;France
01100;APREMONT;AIN;1011;France
01100;ARBENT;AIN;1014;France
01100;BOUVENT;AIN;1055;France
01100;GEOVREISSET;AIN;1171;France
01100;OYONNAX;AIN;1283;France
01100;VEYZIAT;AIN;1440;France
01110;ARANC;AIN;1012;France
01110;BRENOD;AIN;1060;France
01110;CHAMPDOR;AIN;1080;France
01110;CORCELLES;AIN;1119;France
01110;CORLIER;AIN;1121;France
01110;CORMARANCHE EN BUGEY;AIN;1122;France
01110;HAUTEVILLE LOMPNES;AIN;1185;France
01110;HOSTIAS;AIN;1186;France
01110;THEZILLIEU;AIN;1417;France
01120;LA BOISSE;AIN;1049;France
01120;CORDIEUX;AIN;1120;France
01120;DAGNEUX;AIN;1142;France
01120;MONTLUEL;AIN;1262;France
01120;NIEVROZ;AIN;1276;France
01120;PIZAY;AIN;1297;France
01120;STE CROIX;AIN;1342;France
01120;THIL;AIN;1418;France
01120;JAILLEUX;AIN;1906;France
01120;LA LECHERE;AIN;1907;France
01120;RAPAN;AIN;1908;France
01120;CHANES;AIN;1910;France
01130;BELLEYDOUX;AIN;1035;France
01130;CHARIX;AIN;1087;France
01130;ECHALLON;AIN;1152;France
01130;GIRON;AIN;1174;France
01130;LALLEYRIAT;AIN;1204;France
01130;NANTUA;AIN;1269;France
01130;LES NEYROLLES;AIN;1274;France
01130;PLAGNE;AIN;1298;France
01130;LE POIZAT;AIN;1300;France
01130;ST GERMAIN DE JOUX;AIN;1357;France
01140;GARNERANS;AIN;1167;France
01140;ILLIAT;AIN;1188;France
01140;MOGNENEINS;AIN;1252;France
01140;PEYZIEUX SUR SAONE;AIN;1295;France
01140;ST DIDIER SUR CHALARONNE;AIN;1348;France
01140;ST ETIENNE SUR CHALARONNE;AIN;1351;France
01140;THOISSEY;AIN;1420;France
01140;VALEINS;AIN;1428;France
01150;BLYES;AIN;1047;France
01150;CHAZEY SUR AIN;AIN;1099;France
01150;LAGNIEU;AIN;1202;France
01150;LEYMENT;AIN;1213;France
01150;STE JULIE;AIN;1366;France
01150;ST SORLIN EN BUGEY;AIN;1386;France
01150;ST VULBAS;AIN;1390;France
01150;SAULT BRENAZ;AIN;1396;France
01150;SOUCLIN;AIN;1411;France
01150;VAUX EN BUGEY;AIN;1431;France
01150;VILLEBOIS;AIN;1444;France
01160;DRUILLAT;AIN;1151;France
01160;NEUVILLE SUR AIN;AIN;1273;France
01160;PONT D AIN;AIN;1304;France
01160;PRIAY;AIN;1314;France
01160;ST MARTIN DU MONT;AIN;1374;France
01160;LA TRANCLIERE;AIN;1425;France
01160;VARAMBON;AIN;1430;France
01170;CESSY;AIN;1071;France
01170;CHEVRY;AIN;1103;France
01170;CROZET;AIN;1135;France
01170;ECHENEVEX;AIN;1153;France
01170;GEX;AIN;1173;France
01170;MIJOUX;AIN;1247;France
01170;SEGNY;AIN;1399;France
01170;VESANCY;AIN;1436;France
01190;ARBIGNY;AIN;1016;France
01190;BOISSEY;AIN;1050;France
01190;BOZ;AIN;1057;France
01190;CHAVANNES SUR REYSSOUZE;AIN;1094;France
01190;CHEVROUX;AIN;1102;France
01190;GORREVOD;AIN;1175;France
01190;OZAN;AIN;1284;France
01190;PONT DE VAUX;AIN;1305;France
01190;REYSSOUZE;AIN;1323;France
01190;ST BENIGNE;AIN;1337;France
01190;ST ETIENNE SUR REYSSOUZE;AIN;1352;France
01190;SERMOYER;AIN;1402;France
01200;BELLEGARDE SUR VALSERINE;AIN;1033;France
01200;BILLIAT;AIN;1044;France
01200;CHATILLON EN MICHAILLE;AIN;1091;France
01200;CHEZERY FORENS;AIN;1104;France
01200;CONFORT;AIN;1114;France
01200;CRAZ EN MICHAILLE;AIN;1131;France
01200;INJOUX GENISSIAT;AIN;1189;France
01200;LANCRANS;AIN;1205;France
01200;LEAZ;AIN;1209;France
01200;MONTANGES;AIN;1257;France
01200;OCHIAZ;AIN;1278;France
01200;VILLES;AIN;1448;France
01200;VOUVRAY;AIN;1458;France
01200;ELOISE;AIN;74109;France
01200;ST GERMAIN SUR RHONE;AIN;74235;France
01210;FERNEY VOLTAIRE;AIN;1160;France
01210;ORNEX;AIN;1281;France
01210;VERSONNEX;AIN;1435;France
01220;DIVONNE LES BAINS;AIN;1143;France
01220;GRILLY;AIN;1180;France
01220;SAUVERNY;AIN;1397;France
01230;ARANDAS;AIN;1013;France
01230;ARGIS;AIN;1017;France
01230;CHALEY;AIN;1076;France
01230;CLEYZIEU;AIN;1107;France
01230;CONAND;AIN;1111;France
01230;EVOSGES;AIN;1155;France
01230;NIVOLLET MONTGRIFFON;AIN;1277;France
01230;ONCIEU;AIN;1279;France
01230;ST RAMBERT EN BUGEY;AIN;1384;France
01230;TENAY;AIN;1416;France
01230;TORCIEU;AIN;1421;France
01240;CERTINES;AIN;1069;France
01240;LA CHAPELLE DU CHATELARD;AIN;1085;France
01240;DOMPIERRE SUR VEYLE;AIN;1145;France
01240;LENT;AIN;1211;France
01240;MARLIEUX;AIN;1235;France
01240;ST ANDRE LE BOUCHOUX;AIN;1335;France
01240;ST ANDRE SUR VIEUX JONC;AIN;1336;France
01240;ST GERMAIN SUR RENON;AIN;1359;France
01240;ST PAUL DE VARAX;AIN;1383;France
01240;SERVAS;AIN;1405;France
01250;BOHAS;AIN;1048;France
01250;CEYZERIAT;AIN;1072;France
01250;CHAVANNES SUR SURAN;AIN;1095;France
01250;CIZE;AIN;1106;France
01250;CORVEISSIAT;AIN;1125;France
01250;DROM;AIN;1150;France
01250;GERMAGNAT;AIN;1172;France
01250;GRAND CORENT;AIN;1177;France
01250;HAUTECOURT ROMANECHE;AIN;1184;France
01250;JASSERON;AIN;1195;France
01250;JOURNANS;AIN;1197;France
01250;BOHAS MEYRIAT RIGNAT;AIN;1245;France
01250;MONTAGNAT;AIN;1254;France
01250;POUILLAT;AIN;1309;France
01250;RAMASSE;AIN;1317;France
01250;REVONNAS;AIN;1321;France
01250;RIGNAT;AIN;1324;France
01250;ROMANECHE;AIN;1327;France
01250;ST JUST;AIN;1369;France
01250;SIMANDRE SUR SURAN;AIN;1408;France
01250;TOSSIAT;AIN;1422;France
01250;VILLEREVERSURE;AIN;1447;France
01260;BELMONT LUTHEZIEU;AIN;1036;France
01260;BRENAZ;AIN;1059;France
01260;CHAMPAGNE EN VALROMEY;AIN;1079;France
01260;CHARANCIN;AIN;1086;France
01260;FITIGNIEU;AIN;1161;France
01260;LE GRAND ABERGEMENT;AIN;1176;France
01260;HOTONNES;AIN;1187;France
01260;LILIGNOD;AIN;1217;France
01260;LOCHIEU;AIN;1218;France
01260;LOMPNIEU;AIN;1221;France
01260;LUTHEZIEU;AIN;1226;France
01260;PASSIN;AIN;1287;France
01260;LE PETIT ABERGEMENT;AIN;1292;France
01260;RUFFIEU;AIN;1330;France
01260;SONGIEU;AIN;1409;France
01260;SUTRIEU;AIN;1414;France
01260;VIEU;AIN;1442;France
01260;VIRIEU LE PETIT;AIN;1453;France
01270;BEAUPONT;AIN;1029;France
01270;COLIGNY;AIN;1108;France
01270;DOMSURE;AIN;1147;France
01270;PIRAJOUX;AIN;1296;France
01270;SALAVRE;AIN;1391;France
01270;VERJON;AIN;1432;France
01270;VILLEMOTIER;AIN;1445;France
01280;MOENS;AIN;1251;France
01280;PREVESSIN MOENS;AIN;1313;France
01290;BEY;AIN;1042;France
01290;BIZIAT;AIN;1046;France
01290;CORMORANCHE SUR SAONE;AIN;1123;France
01290;CRUZILLES LES MEPILLAT;AIN;1136;France
01290;GRIEGES;AIN;1179;France
01290;LAIZ;AIN;1203;France
01290;PONT DE VEYLE;AIN;1306;France
01290;ST ANDRE D HUIRIAT;AIN;1334;France
01290;ST JEAN SUR VEYLE;AIN;1365;France
01300;AMBLEON;AIN;1006;France
01300;ANDERT ET CONDON;AIN;1009;France
01300;ARBIGNIEU;AIN;1015;France
01300;BELLEY;AIN;1034;France
01300;BREGNIER CORDON;AIN;1058;France
01300;BRENS;AIN;1061;France
01300;CHAZEY BONS;AIN;1098;France
01300;COLOMIEU;AIN;1110;France
01300;CONTREVOZ;AIN;1116;France
01300;CONZIEU;AIN;1117;France
01300;CUZIEU;AIN;1141;France
01300;IZIEU;AIN;1193;France
01300;MAGNIEU;AIN;1227;France
01300;MARIGNIEU;AIN;1234;France
01300;MASSIGNIEU DE RIVES;AIN;1239;France
01300;MURS ET GELIGNIEUX;AIN;1268;France
01300;NATTAGES;AIN;1271;France
01300;PARVES;AIN;1286;France
01300;PEYRIEU;AIN;1294;France
01300;PREMEYZEL;AIN;1310;France
01300;ST BENOIT;AIN;1338;France
01300;ST BOIS;AIN;1340;France
01300;ST CHAMP;AIN;1341;France
01300;ST GERMAIN LES PAROISSES;AIN;1358;France
01300;VIRIGNIN;AIN;1454;France
01310;BUELLAS;AIN;1065;France
01310;CONFRANCON;AIN;1115;France
01310;CURTAFOND;AIN;1140;France
01310;MONTCET;AIN;1259;France
01310;MONTRACOL;AIN;1264;France
01310;POLLIAT;AIN;1301;France
01310;ST MARTIN LE CHATEL;AIN;1375;France
01310;ST REMY;AIN;1385;France
01310;CORGENON;AIN;1904;France
01320;CHALAMONT;AIN;1074;France
01320;CHATENAY;AIN;1090;France
01320;CHATILLON LA PALUD;AIN;1092;France
01320;CRANS;AIN;1129;France
01320;ST NIZIER LE DESERT;AIN;1381;France
01320;VILLETTE SUR AIN;AIN;1449;France
01330;AMBERIEUX EN DOMBES;AIN;1005;France
01330;BIRIEUX;AIN;1045;France
01330;BOULIGNEUX;AIN;1052;France
01330;LAPEYROUSE;AIN;1207;France
01330;LE PLANTAY;AIN;1299;France
01330;STE OLIVE;AIN;1382;France
01330;VERSAILLEUX;AIN;1434;France
01330;VILLARS LES DOMBES;AIN;1443;France
01340;ATTIGNAT;AIN;1024;France
01340;BEREZIAT;AIN;1040;France
01340;CRAS SUR REYSSOUZE;AIN;1130;France
01340;ETREZ;AIN;1154;France
01340;FOISSIAT;AIN;1163;France
01340;JAYAT;AIN;1196;France
01340;MALAFRETAZ;AIN;1229;France
01340;MARSONNAS;AIN;1236;France
01340;MONTREVEL EN BRESSE;AIN;1266;France
01340;ST DIDIER D AUSSIAT;AIN;1346;France
01340;ST SULPICE;AIN;1387;France
01350;ANGLEFORT;AIN;1010;France
01350;BEON;AIN;1039;France
01350;CEYZERIEU;AIN;1073;France
01350;CRESSIN ROCHEFORT;AIN;1133;France
01350;CULOZ;AIN;1138;France
01350;FLAXIEU;AIN;1162;France
01350;LAVOURS;AIN;1208;France
01350;POLLIEU;AIN;1302;France
01350;VONGNES;AIN;1456;France
01360;BALAN;AIN;1027;France
01360;BELIGNEUX;AIN;1032;France
01360;BRESSOLLES;AIN;1062;France
01360;LOYETTES;AIN;1224;France
01360;CAMP DE LA VALBONNE;AIN;1900;France
01360;LA VALBONNE;AIN;1909;France
01370;BENY;AIN;1038;France
01370;COURMANGOUX;AIN;1127;France
01370;CUISIAT;AIN;1137;France
01370;MEILLONNAS;AIN;1241;France
01370;PRESSIAT;AIN;1312;France
01370;ST ETIENNE DU BOIS;AIN;1350;France
01370;TREFFORT CUISIAT;AIN;1426;France
01380;BAGE LA VILLE;AIN;1025;France
01380;BAGE LE CHATEL;AIN;1026;France
01380;DOMMARTIN;AIN;1144;France
01380;ST ANDRE DE BAGE;AIN;1332;France
01380;ST CYR SUR MENTHON;AIN;1343;France
01380;ST GENIS SUR MENTHON;AIN;1355;France
01390;CIVRIEUX;AIN;1105;France
01390;MIONNAY;AIN;1248;France
01390;MONTHIEUX;AIN;1261;France
01390;RANCE;AIN;1318;France
01390;ST ANDRE DE CORCY;AIN;1333;France
01390;ST JEAN DE THURIGNEUX;AIN;1362;France
01390;ST MARCEL;AIN;1371;France
01390;TRAMOYES;AIN;1424;France
01400;L ABERGEMENT CLEMENCIAT;AIN;1001;France
01400;CHANOZ CHATENAY;AIN;1084;France
01400;CHATILLON SUR CHALARONNE;AIN;1093;France
01400;CONDEISSIAT;AIN;1113;France
01400;DOMPIERRE SUR CHALARONNE;AIN;1146;France
01400;NEUVILLE LES DAMES;AIN;1272;France
01400;ROMANS;AIN;1328;France
01400;ST GEORGES SUR RENON;AIN;1356;France
01400;SANDRANS;AIN;1393;France
01400;SULIGNAT;AIN;1412;France
01410;CHAMPFROMIER;AIN;1081;France
01410;LELEX;AIN;1210;France
01420;CHANAY;AIN;1082;France
01420;CORBONOD;AIN;1118;France
01420;LHOPITAL;AIN;1215;France
01420;SEYSSEL;AIN;1407;France
01420;SURJOUX;AIN;1413;France
01430;CEIGNES;AIN;1067;France
01430;CHEVILLARD;AIN;1101;France
01430;CONDAMINE;AIN;1112;France
01430;IZENAVE;AIN;1191;France
01430;LANTENAY;AIN;1206;France
01430;MAILLAT;AIN;1228;France
01430;OUTRIAZ;AIN;1282;France
01430;PEYRIAT;AIN;1293;France
01430;ST MARTIN DU FRENE;AIN;1373;France
01430;VIEU D IZENAVE;AIN;1441;France
01440;VIRIAT;AIN;1451;France
01450;BOLOZON;AIN;1051;France
01450;CERDON;AIN;1068;France
01450;CHALLES;AIN;1077;France
01450;LABALME;AIN;1200;France
01450;LEYSSARD;AIN;1214;France
01450;MERIGNAT;AIN;1242;France
01450;PONCIN;AIN;1303;France
01450;ST ALBAN;AIN;1331;France
01450;SERRIERES SUR AIN;AIN;1404;France
01460;BRION;AIN;1063;France
01460;GEOVREISSIAT;AIN;1170;France
01460;MONTREAL LA CLUSE;AIN;1265;France
01460;NURIEUX VOLOGNAT;AIN;1267;France
01460;PORT;AIN;1307;France
01460;VOLOGNAT;AIN;1455;France
01470;BENONCES;AIN;1037;France
01470;BRIORD;AIN;1064;France
01470;MONTAGNIEU;AIN;1255;France
01470;SEILLONNAZ;AIN;1400;France
01470;SERRIERES DE BRIORD;AIN;1403;France
01480;ARS SUR FORMANS;AIN;1021;France
01480;BEAUREGARD;AIN;1030;France
01480;CHALEINS;AIN;1075;France
01480;FAREINS;AIN;1157;France
01480;FRANS;AIN;1166;France
01480;JASSANS RIOTTIER;AIN;1194;France
01480;MESSIMY SUR SAONE;AIN;1243;France
01480;SAVIGNEUX;AIN;1398;France
01480;VILLENEUVE;AIN;1446;France
01500;AMBERIEU EN BUGEY;AIN;1004;France
01500;AMBRONAY;AIN;1007;France
01500;AMBUTRIX;AIN;1008;France
01500;BETTANT;AIN;1041;France
01500;CHATEAU GAILLARD;AIN;1089;France
01500;DOUVRES;AIN;1149;France
01500;ST DENIS EN BUGEY;AIN;1345;France
01500;ST MAURICE DE REMENS;AIN;1379;France
01510;ARMIX;AIN;1019;France
01510;ARTEMARE;AIN;1022;France
01510;LA BURBANCHE;AIN;1066;France
01510;CHAVORNAY;AIN;1097;France
01510;CHEIGNIEU LA BALME;AIN;1100;France
01510;ORDONNAZ;AIN;1280;France
01510;PREMILLIEU;AIN;1311;France
01510;PUGIEU;AIN;1316;France
01510;ROSSILLON;AIN;1329;France
01510;ST MARTIN DE BAVEL;AIN;1372;France
01510;TALISSIEU;AIN;1415;France
01510;VIRIEU LE GRAND;AIN;1452;France
01540;PERREX;AIN;1291;France
01540;ST JULIEN SUR VEYLE;AIN;1368;France
01540;VONNAS;AIN;1457;France
01550;COLLONGES;AIN;1109;France
01550;FARGES;AIN;1158;France
01550;POUGNY;AIN;1308;France
01560;CORMOZ;AIN;1124;France
01560;COURTES;AIN;1128;France
01560;CURCIAT DONGALON;AIN;1139;France
01560;LESCHEROUX;AIN;1212;France
01560;MANTENAY MONTLIN;AIN;1230;France
01560;ST JEAN SUR REYSSOUZE;AIN;1364;France
01560;ST JULIEN SUR REYSSOUZE;AIN;1367;France
01560;ST NIZIER LE BOUCHOUX;AIN;1380;France
01560;ST TRIVIER DE COURTES;AIN;1388;France
01560;SERVIGNAT;AIN;1406;France
01560;VERNOUX;AIN;1433;France
01560;VESCOURS;AIN;1437;France
01570;ASNIERES SUR SAONE;AIN;1023;France
01570;FEILLENS;AIN;1159;France
01570;MANZIAT;AIN;1231;France
01570;VESINES;AIN;1439;France
01580;GRANGES;AIN;1178;France
01580;IZERNORE;AIN;1192;France
01580;MATAFELON GRANGES;AIN;1240;France
01580;NAPT;AIN;1270;France
01580;SAMOGNAT;AIN;1392;France
01580;SONTHONNAX LA MONTAGNE;AIN;1410;France
01590;DORTAN;AIN;1148;France
01590;CHANCIA;AIN;39102;France
01590;LAVANCIA EPERCY;AIN;39283;France
01600;MASSIEUX;AIN;1238;France
01600;MISERIEUX;AIN;1250;France
01600;PARCIEUX;AIN;1285;France
01600;REYRIEUX;AIN;1322;France
01600;ST BERNARD;AIN;1339;France
01600;ST DIDIER DE FORMANS;AIN;1347;France
01600;STE EUPHEMIE;AIN;1353;France
01600;TOUSSIEUX;AIN;1423;France
01600;TREVOUX;AIN;1427;France
01620;CROTTET;AIN;1134;France
01620;REPLONGES;AIN;1320;France
01620;ST LAURENT SUR SAONE;AIN;1370;France
01630;CHALLEX;AIN;1078;France
01630;PERON;AIN;1288;France
01630;ST GENIS POUILLY;AIN;1354;France
01630;ST JEAN DE GONVILLE;AIN;1360;France
01630;SERGY;AIN;1401;France
01630;CERN SITE DE PREVESSIN;AIN;1913;France
01640;L ABERGEMENT DE VAREY;AIN;1002;France
01640;BOYEUX ST JEROME;AIN;1056;France
01640;JUJURIEUX;AIN;1199;France
01640;ST JEAN LE VIEUX;AIN;1363;France
01660;CHAVEYRIAT;AIN;1096;France
01660;MEZERIAT;AIN;1246;France
01660;VANDEINS;AIN;1429;France
01680;GROSLEE;AIN;1182;France
01680;INNIMOND;AIN;1190;France
01680;LHUIS;AIN;1216;France
01680;LOMPNAS;AIN;1219;France
01680;MARCHAMP;AIN;1233;France
01700;BEYNOST;AIN;1043;France
01700;MIRIBEL;AIN;1249;France
01700;NEYRON;AIN;1275;France
01700;ST MAURICE DE BEYNOST;AIN;1376;France
01700;LE MAS RILLIER;AIN;1912;France
01700;LES ECHETS;AIN;1915;France
01710;THOIRY;AIN;1419;France
01800;BOURG ST CHRISTOPHE;AIN;1054;France
01800;CHARNOZ SUR AIN;AIN;1088;France
01800;FARAMANS;AIN;1156;France
01800;JOYEUX;AIN;1198;France
01800;LOYES;AIN;1223;France
01800;MEXIMIEUX;AIN;1244;France
01800;MOLLON;AIN;1253;France
01800;LE MONTELLIER;AIN;1260;France
01800;PEROUGES;AIN;1290;France
01800;RIGNIEUX LE FRANC;AIN;1325;France
01800;ST ELOI;AIN;1349;France
01800;ST JEAN DE NIOST;AIN;1361;France
01800;ST MAURICE DE GOURDANS;AIN;1378;France
01800;VILLIEU LOYES MOLLON;AIN;1450;France
01800;MARFOZ;AIN;1911;France
01810;BELLIGNAT;AIN;1031;France
01810;GROISSIAT;AIN;1181;France
01810;MARTIGNAT;AIN;1237;France
01851;MARBOZ;AIN;1232;France
01960;PERONNAS;AIN;1289;France
01990;BANEINS;AIN;1028;France
01990;CHANEINS;AIN;1083;France
01990;RELEVANT;AIN;1319;France
01990;ST TRIVIER SUR MOIGNANS;AIN;1389;France
02000;AULNOIS SOUS LAON;AISNE;2037;France
02000;BARENTON BUGNY;AISNE;2046;France
02000;BARENTON CEL;AISNE;2047;France
02000;BOURGIGNON SOUS MONTBAVIN;AISNE;2108;France
02000;BRAYE EN LAONNOIS;AISNE;2115;France
02000;CHAILLEVOIS;AISNE;2155;France
02000;CHAMBRY;AISNE;2157;France
02000;CHAVIGNON;AISNE;2174;France
02000;CHERY LES POUILLY;AISNE;2180;France
02000;CHEVREGNY;AISNE;2183;France
02000;CHIVY LES ETOUVELLES;AISNE;2191;France
02000;CLACY ET THIERRET;AISNE;2196;France
02000;ETOUVELLES;AISNE;2294;France
02000;FILAIN;AISNE;2311;France
02000;LANISCOURT;AISNE;2407;France
02000;LAON;AISNE;2408;France
02000;MERLIEUX ET FOUQUEROLLES;AISNE;2478;France
02000;MOLINCHART;AISNE;2489;France
02000;MONAMPTEUIL;AISNE;2490;France
02000;MONS EN LAONNOIS;AISNE;2497;France
02000;MONTBAVIN;AISNE;2499;France
02000;PARGNY FILAIN;AISNE;2589;France
02000;ROYAUCOURT ET CHAILVET;AISNE;2661;France
02000;URCEL;AISNE;2755;France
02000;VAUCELLES ET BEFFECOURT;AISNE;2765;France
02000;VERNEUIL SUR SERRE;AISNE;2787;France
02100;ESSIGNY LE PETIT;AISNE;2288;France
02100;FAYET;AISNE;2303;France
02100;GRICOURT;AISNE;2355;France
02100;HARLY;AISNE;2371;France
02100;LESDINS;AISNE;2420;France
02100;MORCOURT;AISNE;2525;France
02100;NEUVILLE ST AMAND;AISNE;2549;France
02100;OMISSY;AISNE;2571;France
02100;REMAUCOURT;AISNE;2637;France
02100;ROUVROY;AISNE;2659;France
02100;ST QUENTIN;AISNE;2691;France
02110;AISONVILLE ET BERNOVILLE;AISNE;2006;France
02110;BEAUREVOIR;AISNE;2057;France
02110;BECQUIGNY;AISNE;2061;France
02110;BOHAIN EN VERMANDOIS;AISNE;2095;France
02110;BRANCOURT LE GRAND;AISNE;2112;France
02110;CROIX FONSOMMES;AISNE;2240;France
02110;ETAVES ET BOCQUIAUX;AISNE;2293;France
02110;FIEULAINE;AISNE;2310;France
02110;FONSOMMES;AISNE;2319;France
02110;FONTAINE NOTRE DAME;AISNE;2322;France
02110;FONTAINE UTERTE;AISNE;2323;France
02110;GROUGIS;AISNE;2358;France
02110;MOLAIN;AISNE;2488;France
02110;MONTBREHAIN;AISNE;2500;France
02110;MONTIGNY EN ARROUAISE;AISNE;2511;France
02110;PREMONT;AISNE;2618;France
02110;RAMICOURT;AISNE;2635;France
02110;RIBEAUVILLE;AISNE;2647;France
02110;ST MARTIN RIVIERE;AISNE;2683;France
02110;SEBONCOURT;AISNE;2703;France
02110;SERAIN;AISNE;2709;France
02110;LA VALLEE MULATRE;AISNE;2760;France
02110;VAUX ANDIGNY;AISNE;2769;France
02120;AUDIGNY;AISNE;2035;France
02120;BERNOT;AISNE;2070;France
02120;CHIGNY;AISNE;2188;France
02120;COLONFAY;AISNE;2206;France
02120;CRUPILLY;AISNE;2244;France
02120;FLAVIGNY LE GRAND ET BEAU;AISNE;2313;France
02120;GUISE;AISNE;2361;France
02120;HAUTEVILLE;AISNE;2376;France
02120;LE HERIE LA VIEVILLE;AISNE;2379;France
02120;LANDIFAY ET BERTAIGNEMONT;AISNE;2403;France
02120;LESQUIELLES ST GERMAIN;AISNE;2422;France
02120;LONGCHAMPS;AISNE;2437;France
02120;MACQUIGNY;AISNE;2450;France
02120;MALZY;AISNE;2455;France
02120;MARLY GOMONT;AISNE;2469;France
02120;MONCEAU SUR OISE;AISNE;2494;France
02120;NOYALES;AISNE;2563;France
02120;PROISY;AISNE;2624;France
02120;PROIX;AISNE;2625;France
02120;PUISIEUX ET CLANLIEU;AISNE;2629;France
02120;ROMERY;AISNE;2654;France
02120;SAINS RICHAUMONT;AISNE;2668;France
02120;TUPIGNY;AISNE;2753;France
02120;VADENCOURT;AISNE;2757;France
02120;GRAND VERLY;AISNE;2783;France
02120;VILLERS LES GUISE;AISNE;2814;France
02120;WIEGE FATY;AISNE;2832;France
02130;ARCY STE RESTITUE;AISNE;2022;France
02130;BEUVARDES;AISNE;2083;France
02130;BRANGES;AISNE;2113;France
02130;BRUYERES SUR FERE;AISNE;2127;France
02130;CIERGES;AISNE;2193;France
02130;COHAN;AISNE;2202;France
02130;COULONGES COHAN;AISNE;2220;France
02130;COURMONT;AISNE;2227;France
02130;CRAMAILLE;AISNE;2233;France
02130;DRAVEGNY;AISNE;2271;France
02130;FERE EN TARDENOIS;AISNE;2305;France
02130;FRESNES EN TARDENOIS;AISNE;2332;France
02130;GOUSSANCOURT;AISNE;2351;France
02130;LOUPEIGNE;AISNE;2442;France
02130;MAREUIL EN DOLE;AISNE;2462;France
02130;RONCHERES;AISNE;2655;France
02130;SAPONAY;AISNE;2699;France
02130;SERGY;AISNE;2712;France
02130;SERINGES ET NESLES;AISNE;2713;France
02130;VEZILLY;AISNE;2794;France
02130;VILLENEUVE SUR FERE;AISNE;2806;France
02130;VILLERS AGRON AIGUIZY;AISNE;2809;France
02130;VILLERS SUR FERE;AISNE;2816;France
02140;BANCIGNY;AISNE;2044;France
02140;LA BOUTEILLE;AISNE;2109;France
02140;BRAYE EN THIERACHE;AISNE;2116;France
02140;BURELLES;AISNE;2136;France
02140;DAGNY LAMBERCY;AISNE;2256;France
02140;FONTAINE LES VERVINS;AISNE;2321;France
02140;FRANQUEVILLE;AISNE;2331;France
02140;GERCY;AISNE;2341;France
02140;GRONARD;AISNE;2357;France
02140;HARCIGNY;AISNE;2369;France
02140;HARY;AISNE;2373;France
02140;HAUTION;AISNE;2377;France
02140;HOURY;AISNE;2384;France
02140;JEANTES;AISNE;2391;France
02140;LAIGNY;AISNE;2401;France
02140;LANDOUZY LA COUR;AISNE;2404;France
02140;LANDOUZY LA VILLE;AISNE;2405;France
02140;LEME;AISNE;2416;France
02140;LUGNY;AISNE;2444;France
02140;MARFONTAINE;AISNE;2463;France
02140;NAMPCELLES LA COUR;AISNE;2535;France
02140;PLOMION;AISNE;2608;France
02140;PRISCES;AISNE;2623;France
02140;ROGNY;AISNE;2652;France
02140;ROUGERIES;AISNE;2657;France
02140;ST GOBERT;AISNE;2681;France
02140;ST PIERRE LES FRANQUEVILL;AISNE;2688;France
02140;LE SOURD;AISNE;2731;France
02140;THENAILLES;AISNE;2740;France
02140;LA VALLEE AU BLE;AISNE;2759;France
02140;VERVINS;AISNE;2789;France
02140;VOHARIES;AISNE;2823;France
02140;VOULPAIX;AISNE;2826;France
02150;LAPPION;AISNE;2409;France
02150;NIZY LE COMTE;AISNE;2553;France
02150;LA SELVE;AISNE;2705;France
02150;SISSONNE;AISNE;2720;France
02160;BARBONVAL;AISNE;2045;France
02160;BEAURIEUX;AISNE;2058;France
02160;BLANZY LES FISMES;AISNE;2091;France
02160;BOUFFIGNEREUX;AISNE;2104;France
02160;BOURG ET COMIN;AISNE;2106;France
02160;CHAUDARDES;AISNE;2171;France
02160;CONCEVREUX;AISNE;2208;France
02160;CRAONNE;AISNE;2234;France
02160;CRAONNELLE;AISNE;2235;France
02160;CUIRY LES CHAUDARDES;AISNE;2250;France
02160;CUISSY ET GENY;AISNE;2252;France
02160;GERNICOURT;AISNE;2344;France
02160;GLENNES;AISNE;2348;France
02160;GUYENCOURT;AISNE;2364;France
02160;JUMIGNY;AISNE;2396;France
02160;LONGUEVAL BARBONVAL;AISNE;2439;France
02160;MAIZY;AISNE;2453;France
02160;MERVAL;AISNE;2479;France
02160;MEURIVAL;AISNE;2482;France
02160;MOULINS;AISNE;2530;France
02160;MOUSSY VERNEUIL;AISNE;2531;France
02160;MUSCOURT;AISNE;2534;France
02160;OEUILLY;AISNE;2565;France
02160;OULCHES LA VALLEE FOULON;AISNE;2578;France
02160;PAISSY;AISNE;2582;France
02160;PARGNAN;AISNE;2588;France
02160;PERLES;AISNE;2597;France
02160;PONT ARCY;AISNE;2612;France
02160;PONTAVERT;AISNE;2613;France
02160;REVILLON;AISNE;2646;France
02160;ROUCY;AISNE;2656;France
02160;SERVAL;AISNE;2715;France
02160;SOUPIR;AISNE;2730;France
02160;VASSOGNE;AISNE;2764;France
02160;VAUXCERE;AISNE;2771;France
02160;VENDRESSE BEAULNE;AISNE;2778;France
02160;VIEL ARCY;AISNE;2797;France
